Mass	Ion Current
13.1875	6.192593660081513e-11
13.21875	5.978272044071531e-11
13.25	5.7468738101640326e-11
13.28125	5.4351551037612467e-11
13.3125	4.9917400074539486e-11
13.34375	4.374527476369572e-11
13.375	3.5554587052288866e-11
13.40625	2.5898049330064232e-11
13.4375	1.6521277401704282e-11
13.46875	9.360176696227018e-12
13.5	5.181824587474626e-12
13.53125	3.4704958091352767e-12
13.5625	3.3406708389166484e-12
13.59375	4.205736019863293e-12
13.625	5.789462225597175e-12
13.65625	7.923423202271795e-12
13.6875	1.0444442186119396e-11
13.71875	1.3144298149914135e-11
13.75	1.5792834054395577e-11
13.78125	1.825973400260139e-11
13.8125	2.0513981138781112e-11
13.84375	2.249162661671633e-11
13.875	2.4104785875667112e-11
13.90625	2.535891115151845e-11
13.9375	2.6370664332753257e-11
13.96875	2.7287647835771978e-11
14.0	2.816000384264772e-11
14.03125	2.8866405793470662e-11
14.0625	2.920156824681719e-11
14.09375	2.902580606423122e-11
14.125	2.8370883767281363e-11
14.15625	2.7459142598607045e-11
14.1875	2.6547777864927014e-11
14.21875	2.5697492744836126e-11
14.25	2.472477257653427e-11
14.28125	2.3371379484493637e-11
14.3125	2.144063225573145e-11
14.34375	1.8773036944419452e-11
14.375	1.529394319521593e-11
14.40625	1.125638384585903e-11
14.4375	7.349192435168739e-12
14.46875	4.3609096368746325e-12
14.5	2.6924387198923316e-12
14.53125	2.3116380771376344e-12
14.5625	3.152627898322935e-12
14.59375	5.3699718283173326e-12
14.625	9.150401790447571e-12
14.65625	1.440153291759616e-11
14.6875	2.0697762947996523e-11
14.71875	2.7471774854959108e-11
14.75	3.424818068031854e-11
14.78125	4.077468918062266e-11
14.8125	4.6967343209081136e-11
14.84375	5.2755272372806417e-11
14.875	5.8026763949392546e-11
14.90625	6.267094482259594e-11
14.9375	6.65936888966101e-11
14.96875	6.975932331787504e-11
15.0	7.224660453220011e-11
15.03125	7.41301117712645e-11
15.0625	7.526487072473387e-11
15.09375	7.532666157494816e-11
15.125	7.413689107060861e-11
15.15625	7.19269296900471e-11
15.1875	6.930652579617558e-11
15.21875	6.683742448387875e-11
15.25	6.443939132294574e-11
15.28125	6.137615415902076e-11
15.3125	5.69286354168419e-11
15.34375	5.071721168037335e-11
15.375	4.244530768526822e-11
15.40625	3.2226457613582227e-11
15.4375	2.1425267809904724e-11
15.46875	1.23271393093205e-11
15.5	6.5358833796491655e-12
15.53125	4.102183870369203e-12
15.5625	4.27155272958446e-12
15.59375	6.549326619226248e-12
15.625	1.087378884850887e-11
15.65625	1.712528903408117e-11
15.6875	2.475219161579556e-11
15.71875	3.291661387905265e-11
15.75	4.095885436372626e-11
15.78125	4.8635775962146965e-11
15.8125	5.595005014846777e-11
15.84375	6.28695845383831e-11
15.875	6.920251871544991e-11
15.90625	7.470649099339255e-11
15.9375	7.930125306421232e-11
15.96875	8.308272125834293e-11
16.0	8.61535773277744e-11
16.03125	8.854227767640666e-11
16.0625	9.014265028861601e-11
16.09375	9.061133787735542e-11
16.125	8.954530172911035e-11
16.15625	8.696602465940728e-11
16.1875	8.355319214281565e-11
16.21875	8.017680269700733e-11
16.25	7.703616911047817e-11
16.28125	7.337237067917002e-11
16.3125	6.813989650300556e-11
16.34375	6.06967670568892e-11
16.375	5.0843818738544044e-11
16.40625	3.8929193202363876e-11
16.4375	2.636686008417044e-11
16.46875	1.546621337944476e-11
16.5	8.072418601623443e-12
